Geography O O
Homework O O
King O O
SQUOTEs I-ORG I-ORG
College I-ORG I-ORG
( O O
London I-LOC I-LOC
COMMA O O
England I-LOC I-LOC
) O O
Map O O
drawing O O
Collins I-PER I-PER
COMMA O O
COMMA O O
1890-1922 O O
. O O
DE O O
WILLEM I-PER O
RUIS I-PER O
LOTTO O O
SHOW O O
Nederlands I-ORG O
Instituut I-ORG O
voor I-ORG O
Beeld I-ORG O
en I-ORG O
Geluid I-ORG O
artiesten O O
dromen O O
spelshow O O
VARA I-ORG O
Popular O O
Quiz O O
show O O
presented O O
by O O
Willem I-PER I-PER
Ruis I-PER I-PER
. O O
It O O
includes O O
singing O O
COMMA O O
dancing O O
COMMA O O
loto O O
drawing O O
and O O
the O O
reacuring O O
item O O
where O O
wishes O O
and O O
dreams O O
of O O
viewers O O
are O O
made O O
true O O
. O O
Willem I-PER O
Ruis I-PER O
is O O
often O O
considered O O
to O O
be O O
the O O
first O O
Dutch O O
show O O
master O O
. O O
74-Gun O O
Two O O
Decker O O
unknown O O
Ship O O
Models O O
Scale O O
: O O
1 O O
: O O
38 O O
.4 O O
. O O
This O O
model O O
illustrates O O
how O O
a O O
two-decker O O
COMMA O O
74-gun O O
ship O O
of O O
the O O
line O O
was O O
constructed O O
in O O
frame O O
prior O O
to O O
being O O
planked O O
. O O
Every O O
frame O O
is O O
made O O
from O O
several O O
pieces O O
of O O
timber O O
starting O O
with O O
the O O
floors O O
at O O
the O O
keel O O
COMMA O O
the O O
futtocks O O
from O O
the O O
bilge O O
to O O
the O O
bulwarks O O
and O O
finally O O
COMMA O O
the O O
top O O
timbers O O
up O O
to O O
the O O
rails O O
. O O
The O O
frames O O
are O O
held O O
in O O
position O O
longitudinally O O
by O O
long O O
thin O O
timbers O O
known O O
as O O
ribbands O O
. O O
These O O
are O O
then O O
removed O O
as O O
the O O
planks O O
are O O
fastened O O
to O O
the O O
frames O O
. O O
This O O
model O O
was O O
made O O
to O O
the O O
order O O
of O O
Sir O O
Robert I-PER I-PER
Seppings I-PER I-PER
COMMA O O
Chief O O
Surveyor O O
of O O
the O O
Navy O I-LOC
. O O
It O O
has O O
been O O
constructed O O
in O O
two O O
halves O O
and O O
shows O O
a O O
ship O O
framed O O
in O O
the O O
conventional O O
fashion O O
on O O
the O O
port O O
side O O
whilst O O
the O O
starboard O O
side O O
( O O
SLR0676 O O
) O O
is O O
framed O O
in O O
timbers O O
of O O
a O O
lighter O O
scantling O O
. O O
By O O
Sepping O O
& O O
amp O O
; O O
# O O
x2019 O O
; O O
s O O
day O O
COMMA O O
the O O
perennial O O
timber O O
problem O O
had O O
become O O
acute O O
. O O
To O O
help O O
overcome O O
this O O
COMMA O O
Seppings O O
put O O
his O O
proposals O O
forward O O
for O O
the O O
use O O
of O O
more O O
COMMA O O
but O O
lighter O O
frames O O
to O O
the O O
Navy O I-LOC
Board O I-LOC
on O O
5 O O
November O O
1812 O O
. O O
One O O
year O O
later O O
COMMA O O
the O O
Navy O O
Board O O
recommended O O
the O O
proposals O O
to O O
the O O
Lords O O
Commissioners O O
of O O
the O O
Admiralty O O
on O O
15 O O
February O O
1814 O O
COMMA O O
who O O
subsequently O O
approved O O
them O O
on O O
the O O
28 O O
February O O
1814 O O
. O O
Both O O
models O O
are O O
complete O O
with O O
handwritten O O
removable O O
plaques O O
giving O O
details O O
regarding O O
this O O
proposal O O
by O O
Seppings O O
. O O
An O O
introductory O O
bibliography O O
to O O
the O O
study O O
of O O
Hungarian O O
literature O O
Introductory O O
bibliography O O
to O O
the O O
study O O
of O O
Hungarian O O
literature O O
Albert I-PER O
Tezla I-PER O
magyar O O
irodalom O O
Contents O O
◊ O O
Part O O
one O O
: O O
Secondary O O
Sources O O
◊ O O
Preface O O
◊ O O
Introduction O O
◊ O O
Abbreviations O O
COMMA O O
Symbols O O
COMMA O O
and O O
Hungarian O O
Bibliographical O O
and O O
Literary O O
Terms O O
◊ O O
Indexes O O
◊ O O
I O O
. O O
Bibliographies O O
◊ O O
A O O
. O O
General O O
Bibliographies O O
◊ O O
B O O
. O O
Bibliographies O O
of O O
Foreign O I-ORG
Literary O I-ORG
and O I-ORG
Cultural O I-ORG
Influences O I-ORG
and O O
Relations O O
◊ O O
1 O O
. O O
Translations O O
◊ O O
2 O O
. O O
Literary O O
and O O
Cultural O O
Influences O O
and O O
Relations O O
◊ O O
A O O
. O O
Albania I-LOC O
◊ O O
B O O
. O O
England I-LOC O
and O O
America I-LOC I-PER
◊ O O
C O I-PER
. O I-PER
France I-LOC I-PER
◊ O O
D O O
. O O
Germany I-LOC I-PER
◊ O O
E O I-PER
. O I-PER
Greece I-LOC I-PER
◊ O O
F O I-PER
. O I-PER
Italy I-LOC I-PER
◊ O O
G O I-PER
. O I-PER
Norway I-LOC I-PER
◊ O O
H O I-PER
. O I-PER
Orient O I-PER
◊ O O
I O I-PER
. O I-PER
Poland I-LOC I-PER
◊ O O
J O I-PER
. O I-PER
Rumania I-LOC I-PER
◊ O O
K O I-PER
. O I-PER
Russia I-LOC I-PER
◊ O O
C O O
. O O
Classified O O
and O O
Detailed O O
Bibliographies O O
of O O
Literature O O
and O O
Related O O
Subjects O O
◊ O O
D O O
. O O
Indices O O
to O O
Contents O O
of O O
Scholarly O O
Periodicals O O
◊ O O
II O O
. O O
General O O
Encyclopedias O O
◊ O O
III O O
. O O
Hungarian O O
Dictionaries O O
◊ O O
IV O O
. O O
Grammars O O
of O O
And O O
Treatises O O
on O O
The O O
Hungarian O O
Language O O
◊ O O
A O O
. O O
Grammars O O
◊ O O
B O O
. O O
Treatises O O
◊ O O
V O I-ORG
. O I-ORG
Biographical O I-ORG
Dictionaries O I-ORG
and O I-ORG
Literary O I-ORG
and O I-ORG
Fine O I-ORG
Arts O O
Lexicons O O
◊ O O
VI O O
. O O
Historical O O
COMMA O O
Cultural O O
COMMA O O
and O O
Religious O O
Backgrounds O O
◊ O O
A O O
. O O
Historical O O
◊ O O
1 O O
. O O
General O O
◊ O O
2 O O
. O O
Period O O
◊ O O
3 O O
. O O
Area O O
◊ O O
B O O
. O O
Cultural O O
◊ O O
1 O O
. O O
General O O
◊ O O
2 O O
. O O
Fine O O
Arts O O
◊ O O
C O O
. O O
Religious O O
◊ O O
VII O O
. O O
Foreign O I-ORG
Literary O I-ORG
and O I-ORG
Cultural O I-ORG
Influences O I-ORG
and O O
Relations O O
◊ O O
A O O
. O O
General O O
◊ O O
1 O O
. O O
Americas I-LOC O
◊ O O
2 O O
. O O
Austria I-LOC O
◊ O O
3 O O
. O O
Classical O I-ORG
Greece I-LOC I-ORG
and O I-ORG
Rome I-LOC I-ORG
◊ O O
4 O O
. O O
England I-LOC O
◊ O O
5 O O
. O O
France I-LOC I-PER
◊ O O
6 O O
. O O
Germany I-LOC I-PER
◊ O O
7 O O
. O O
Holland I-LOC O
◊ O O
8 O O
. O O
Ireland I-LOC I-LOC
◊ O O
9 O O
. O O
Israel I-LOC O
◊ O O
10 O O
. O O
Italy I-LOC O
◊ O O
11 O O
. O O
Poland I-LOC O
◊ O O
12 O O
. O O
Rumania I-LOC O
◊ O O
13 O O
. O O
Russia I-LOC O
◊ O O
14 O O
. O O
Slavonia I-LOC O
◊ O O
15 O O
. O O
Sweden I-LOC I-PER
◊ O O
16 O O
. O O
Switzerland I-LOC O
◊ O O
VIII O O
. O O
General O O
Histories O O
of O O
Hungarian O O
Literature O O
◊ O O
IX O O
. O O
Histories O O
of O O
and O O
Treatises O O
on O O
Literature O O
and O O
Related O O
Subjects O O
by O O
Periods O O
◊ O O
A O O
. O O
Ancient O I-ORG
Times O I-ORG
and O I-ORG
Middle O I-ORG
Ages O I-ORG
( O O
900-1450 O O
) O O
◊ O O
B O O
. O O
Renaissance O O
and O O
Reformation O I-PER
( O O
1450-1630 O O
) O O
◊ O O
C O O
. O O
Counter-Reformation O O
and O O
Baroque O I-ORG
( O O
1630-1772 O O
) O O
◊ O O
D O O
. O O
Literary O O
Revival O O
COMMA O O
Age O O
of O O
Reform O I-PER
COMMA O O
And O O
Romanticism O O
( O O
1772-1849 O O
) O O
◊ O O
E O O
. O O
Age O O
of O O
Realism O I-ORG
and O I-ORG
National O I-ORG
Romanticism O I-ORG
( O O
1849-1890 O O
) O O
◊ O O
F O O
. O O
Age O O
of O O
Modern O I-ORG
Literary O I-ORG
Trends O I-ORG
( O O
1890-1945 O O
) O O
◊ O O
1 O O
. O O
Search O O
For O O
New O O
Paths O O
and O O
The O O
Progressives O O
of O O
DQUOTE O O
Nyugat O O
DQUOTE O O
( O O
1890-1918 O O
) O O
◊ O O
2 O O
. O O
Middle O O
Class O O
COMMA O O
Populist O O
COMMA O O
and O O
Socialist O I-ORG
Literature O I-ORG
( O O
1919-1945 O O
) O O
◊ O O
G O O
. O O
From O O
1945 O O
to O O
The O O
Present O O
◊ O O
X O O
. O O
General O O
Histories O O
of O O
And O O
Treatises O O
on O O
Literary O O
Types O O
◊ O O
A O O
. O O
Drama O O
and O O
Theater O I-PER
◊ O O
B O O
. O O
Poetry O O
◊ O O
C O O
. O O
Prose O O
Fiction O O
◊ O O
XI O O
. O O
General O O
Histories O O
of O O
and O O
Treatises O O
on O O
Hungarian O O
Aesthetics O O
and O O
Literary O O
◊ O O
Criticism O O
◊ O O
XII O O
. O O
Miscellaneous O O
◊ O O
A O O
. O O
Folklore O O
and O O
Ethnology O O
◊ O O
B O O
. O O
Humor O O
◊ O O
C O O
. O O
History O O
of O O
Publishing O O
◊ O O
D O O
. O O
Collections O O
of O O
Critical O O
and O O
Scholarly O O
Essays O O
◊ O O
E O O
. O O
Sociological O O
Treatises O O
◊ O O
F O I-PER
. O I-PER
Other O O
◊ O O
Part O O
Two O O
: O O
Primary O O
Sources O O
◊ O O
XIII O O
. O O
Anthologies O O
And O O
Series O O
◊ O O
XIV O O
. O O
Selected O O
Editions O O
of O O
Authors O O
SQUOTE O O
Works O O
◊ O O
Ady I-PER O
Endre I-PER I-PER
( O O
1877-1919 O O
) O O
◊ O O
Amade I-PER I-PER
László I-PER I-PER
( O O
1703-1764 O O
) O O
◊ O O
Ambrus I-PER O
Zoltán I-PER O
( O O
1861-1932 O O
) O O
◊ O O
Apáczai I-PER I-PER
Csere I-PER I-PER
János I-PER I-PER
( O O
1625-1659 O O
) O O
◊ O O
Apor I-PER O
Péter I-PER O
( O O
1676-1752 O O
) O O
◊ O O
Arany I-PER I-PER
János I-PER I-PER
( O O
1817-1882 O O
) O O
◊ O O
Babits I-PER O
Mihály I-PER O
( O O
1883-1941 O O
) O O
◊ O O
Bacsányi I-PER I-PER
János O I-PER
( O O
1763-1845 O O
) O O
◊ O O
Bajza I-PER O
József O O
( O O
1804-1858 O O
) O O
◊ O O
Balassi I-PER O
Bálint I-PER O
( O O
1554-1594 O O
) O O
◊ O O
Baróti I-PER I-PER
Szabó I-PER I-PER
Dávid I-PER I-PER
( O O
1739-1819 O O
) O O
◊ O O
Bél I-PER O
Mátyás I-PER O
( O O
1684-1789 O O
) O O
◊ O O
Berzsenyi I-PER I-PER
Dániel I-PER I-PER
( O O
1776-1836 O O
) O O
◊ O O
Bessenyei I-PER I-PER
György I-PER I-PER
( O O
1747-1811 O O
) O O
◊ O O
Bethlen I-PER O
Miklós I-PER O
( O O
1642-1716 O O
) O O
◊ O O
Bod I-PER O
Péter I-PER O
( O O
1712-1769 O O
) O O
◊ O O
Bornemisza I-PER O
Péter I-PER O
( O O
1535-1585 O O
) O O
◊ O O
Bródy I-PER I-PER
Sándor I-PER I-PER
( O O
1863-1924 O O
) O O
◊ O O
Csokonai I-PER O
Vitéz I-PER O
Mihály I-PER O
( O O
1773-1805 O O
) O O
◊ O O
Dayka I-PER O
Gábor I-PER O
( O O
1769-1796 O O
) O O
◊ O O
Déry I-PER O
Tibor I-PER O
( O O
1894 O O
) O O
] O O
◊ O O
Dsida I-PER O
Jenő I-PER O
( O O
1907-1938 O O
) O O
◊ O O
Dugonics I-PER O
András I-PER O
( O O
1740-1818 O O
) O O
◊ O O
Eötvös I-PER O
József I-PER O
( O O
1813-1871 O O
) O O
◊ O O
Erdélyi I-PER I-PER
János I-PER I-PER
( O O
1814-1868 O O
) O O
◊ O O
Faludi I-PER I-PER
Ferenc I-PER I-PER
( O O
1704-1779 O O
) O O
] O O
◊ O O
Fáy I-PER O
András I-PER O
( O O
1786-1864 O O
) O O
◊ O O
Fazekas I-PER O
Mihály I-PER O
( O O
1766-1828 O O
) O O
◊ O O
Garay I-PER I-PER
János I-PER I-PER
( O O
1812-1853 O O
) O O
◊ O O
Gárdonyi I-PER O
Géza I-PER O
( O O
1863-1922 O O
) O O
◊ O O
Geleji I-PER I-PER
Katona I-PER I-PER
István I-PER I-PER
( O O
1589-1649 O O
) O O
◊ O O
Gelléri I-PER I-PER
Andor I-PER I-PER
Endre I-PER I-PER
( O O
1908-1945 O O
) O O
◊ O O
Gvadányi I-PER I-PER
József I-PER I-PER
( O O
1725-1801 O O
) O O
◊ O O
Gyöngyösi I-PER I-PER
István I-PER I-PER
( O O
1629-1704 O O
) O O
◊ O O
Gyulai I-PER O
Pál I-PER O
( O O
1826-1909 O O
) O O
◊ O O
Heltai I-PER O
Gáspár I-PER O
( O O
C O O
.1520-1574 O O
) O O
◊ O O
Herczeg I-PER I-PER
Ferenc I-PER I-PER
( O O
1863-1954 O O
) O O
◊ O O
Illyés I-PER O
Gyula I-PER O
( O O
1902 O O
) O O
◊ O O
Ilosvai I-PER O
Selymes I-PER O
Péter I-PER O
( O O
C O O
.1548- O O
After O O
1574 O O
[ O O
C O O
.1578 O O
? O O
] O O
) O O
◊ O O
Janus I-PER O
Pannonius I-PER O
( O O
1434-1472 O O
) O O
◊ O O
Jókai I-PER O
Mór O O
( O O
1825-1904 O O
) O O
◊ O O
Jósika I-PER O
Miklós O O
( O O
1794-1865 O O
) O O
◊ O O
József I-PER O
Attila I-PER O
( O O
1905-1937 O O
) O O
◊ O O
Juhász I-PER O
Gyula I-PER O
( O O
1883-1937 O O
) O O
] O O
◊ O O
Kaffka I-PER I-PER
Margit I-PER I-PER
( O O
1880-1918 O O
) O O
◊ O O
Karinthy I-PER O
Frigyes I-PER O
( O O
1888-1938 O O
) O O
◊ O O
Kármán I-PER I-PER
József I-PER I-PER
( O O
1769-1795 O O
) O O
◊ O O
Kassák I-PER O
Lajos I-PER O
( O O
1887 O O
) O O
◊ O O
Katona I-PER O
József I-PER O
( O O
1791-1830 O O
) O O
◊ O O
Kazinczy I-PER I-PER
Ferenc I-PER I-PER
( O O
1759-1831 O O
) O O
◊ O O
Kemény I-PER I-PER
Zsigmond I-PER I-PER
( O O
1814-1875 O O
) O O
◊ O O
Kisfaludy I-PER O
Károly I-PER O
( O O
1788-1830 O O
) O O
◊ O O
Kisfaludy I-PER I-PER
Sándor I-PER I-PER
( O O
1772-1844 O O
) O O
◊ O O
Kiss I-PER O
József I-PER O
( O O
1843-1921 O O
) O O
◊ O O
Kölcsey I-PER I-PER
Ferenc I-PER I-PER
( O O
1790-1838 O O
) O O
◊ O O
Komjáthy I-PER O
Jenő I-PER O
( O O
1858-1895 O O
) O O
◊ O O
Kossuth I-PER O
Lajos I-PER O
( O O
1802-1894 O O
) O O
◊ O O
Kosztolányi I-PER I-PER
Dezső I-PER I-PER
( O O
1885-1936 O O
) O O
◊ O O
Krúdy I-PER O
Gyula I-PER O
( O O
1878-1933 O O
) O O
◊ O O
Madách I-PER O
Imre I-PER O
( O O
1823-1864 O O
) O O
◊ O O
Magyari I-PER I-PER
István I-PER I-PER
( O O
Before O O
1576 O O
[ O O
155 O O
? O O
] O O
-After O O
1604 O O
) O O
◊ O O
Márai I-PER I-PER
Sándor I-PER I-PER
( O O
1900 O O
) O O
◊ O O
Melius I-PER O
Péter I-PER O
( O O
C O O
.1536-1572 O O
) O O
◊ O O
Mikes I-PER O
Kelemen I-PER I-PER
( O O
1690-1761 O O
) O O
◊ O O
Mikszáth I-PER O
Kálmán I-PER I-PER
( O O
1847-1910 O O
) O O
◊ O O
Misztótfalusi I-PER O
Kis I-PER O
Miklós I-PER O
( O O
1650-1702 O O
) O O
◊ O O
Molnár I-PER O
Ferenc I-PER I-PER
( O O
1878-1952 O O
) O O
◊ O O
Móricz I-PER O
Zsigmond I-PER O
( O O
1879-1942 O O
) O O
◊ O O
Nagy I-PER I-PER
Lajos I-PER I-PER
( O O
1883-1954 O O
) O O
◊ O O
Németh I-PER O
László I-PER O
( O O
1901 O O
) O O
◊ O O
Nyírő I-PER O
József I-PER O
( O O
1889-1955 O O
) O O
◊ O O
Orczy I-PER O
Lőrincz I-PER O
( O O
1718-1789 O O
) O O
◊ O O
Pázmány I-PER O
Péter I-PER O
( O O
1570-1637 O O
) O O
◊ O O
Péterfy I-PER O
Jenő I-PER O
( O O
1850-1899 O O
) O O
◊ O O
Petőfi I-PER I-PER
Sándor I-PER I-PER
( O O
1823-1849 O O
) O O
◊ O O
Radnóti I-PER O
Miklós I-PER O
( O O
1904-1945 O O
) O O
◊ O O
II O O
. O O
Rákóczi I-PER I-PER
Ferenc I-PER I-PER
( O O
1676-1735 O O
) O O
◊ O O
Reviczky I-PER O
Gyula I-PER O
( O O
1855-1889 O O
) O O
◊ O O
Riedl I-PER I-PER
Frigyes I-PER I-PER
( O O
1856-1921 O O
) O O
◊ O O
Rimay I-PER I-PER
János I-PER I-PER
( O O
1573-1631 O O
) O O
◊ O O
Sárközi I-PER I-PER
György I-PER I-PER
( O O
1899-1945 O O
) O O
◊ O O
Sárosi I-PER O
Gyula I-PER O
( O O
1816-1861 O O
) O O
◊ O O
Szabó I-PER I-PER
Dezső I-PER I-PER
( O O
1879-1945 O O
) O O
◊ O O
Szabó I-PER O
Lőrinc I-PER O
( O O
1900-1957 O O
) O O
◊ O O
Szabó I-PER O
Pál I-PER O
( O O
1893 O O
) O O
◊ O O
Széchenyi I-PER O
István I-PER O
Gróf I-PER O
( O O
1791-1860 O O
) O O
◊ O O
Szerb I-PER O
Antal I-PER O
( O O
1901-1945 O O
) O O
◊ O O
Szigligeti I-PER O
Ede I-PER O
( O O
1814-1878 O O
) O O
◊ O O
Tamási I-PER O
Áron I-PER O
( O O
1897 O O
) O O
◊ O O
Tinódi I-PER I-PER
Sebestyén I-PER I-PER
( O O
C O O
.1510-1556 O O
) O O
◊ O O
Toldy I-PER I-PER
Ferenc I-PER I-PER
( O O
1805-1875 O O
) O O
◊ O O
Tolnai I-PER I-PER
Lajos I-PER I-PER
( O O
1837-1902 O O
) O O
◊ O O
Tompa I-PER O
Mihály I-PER O
( O O
1817-1868 O O
) O O
◊ O O
Tóth I-PER O
Árpád I-PER O
( O O
1886-1928 O O
) O O
◊ O O
Vajda I-PER I-PER
János I-PER I-PER
( O O
1827-1897 O O
) O O
◊ O O
Vajda I-PER O
Péter I-PER O
( O O
1808-1846 O O
) O O
◊ O O
Vas I-PER O
Gereben I-PER I-LOC
( O O
1823-1868 O O
) O O
◊ O O
Veres I-PER O
Péter I-PER O
( O O
1897 O O
) O O
◊ O O
Virág I-PER O
Benedek I-PER I-PER
( O O
1754-1830 O O
) O O
◊ O O
Vörösmarty I-PER O
Mihály I-PER O
( O O
1800-1855 O O
) O O
◊ O O
Zrínyi I-PER O
Miklós I-PER O
( O O
1620-1664 O O
) O O
◊ O O
Appendixes O O
◊ O O
Appendix O O
A O O
◊ O O
Scholarly O O
and O O
Literary O O
Periodicals O O
◊ O O
Appendix O O
B O O
◊ O O
Hungarian-English O O
COMMA O O
English-Hungarian O O
Dictionaries O O
◊ O O
Appendix O O
C O O
◊ O O
Directory O O
of O O
Libraries O O
◊ O O
A O O
. O O
U O O
.S O O
. O O
Libraries O O
◊ O O
B O O
. O O
European O O
Libraries O O
javított O O
változat O O
Kőrösi I-PER I-PER
Magdolna I-PER I-PER
Szalay I-PER I-PER
Istvánné I-PER I-PER
Vámos I-PER I-PER
Istvánné I-PER I-PER
Drótos I-PER I-PER
László I-PER I-PER
Tapolcai I-PER I-PER
Ágnes I-PER I-PER
Góczán I-PER I-PER
Andrea I-PER I-PER
Notulae O I-PER
ad O O
plantas O O
asiaticas O O
. O O
Cryptogamous O O
plants O O
/ O O
by O O
the O O
late O O
William I-PER I-PER
Griffith I-PER I-PER
COMMA O O
. O O
. O O
. O O
; O O
arranged O O
by O O
John I-PER I-PER
M O I-PER
SQUOTEClelland I-PER I-PER
COMMA O O
. O O
. O O
. O O
Griffith I-PER I-PER
COMMA O O
Mac I-PER O
Clelland I-PER I-PER
COMMA O O
. O O
Éditeur O O
scientifique O O
Bishop O I-ORG
SQUOTEs I-ORG I-ORG
College I-ORG I-ORG
press I-ORG I-ORG
( O O
Calcutta I-LOC I-LOC
) O O
Plantes O O
-- O O
Asie I-LOC O
St I-LOC O
. I-LOC O
Louis O I-PER
SQUOTE I-LOC O
isle I-LOC O
COMMA O O
or O O
Texiania I-LOC I-LOC
; O O
with O O
additional O O
observations O O
made O O
in O O
the O O
United I-LOC I-LOC
States I-LOC I-LOC
and O O
in O O
Canada I-LOC I-PER
Hooton I-PER I-PER
COMMA O O
St I-LOC O
. I-LOC O
Louis O O
` I-LOC O
Isle I-LOC O
COMMA O O
or O O
Texiana I-LOC O
; O O
Glimpes O O
obtained O O
in O O
the O O
United I-LOC I-LOC
States I-LOC I-LOC
and O O
Canada I-LOC I-LOC
; O O
London I-LOC I-LOC
: O O
Simmonds I-ORG O
and I-ORG O
Ward I-ORG O
Adventures O O
of O O
the O O
first O O
settlers O O
on O O
the O O
Oregon I-LOC O
or O O
Columbia I-LOC I-LOC
River I-LOC O
Ross I-PER I-PER
COMMA O O
Introductory O O
remarks O O
- O O
John I-PER I-PER
Jacob I-PER I-PER
Astor I-PER I-PER
- O O
Grasping O O
wiews O O
- O O
Early O O
traders O O
of O O
Canada I-LOC O
- O O
The O O
Hudson O O
SQUOTEs I-ORG O
Bay I-ORG O
Company I-ORG O
- O O
American O O
fur O O
companies O O
- O O
Astor O O
SQUOTEs O O
policy O O
- O O
Russian O O
settlements O O
- O O
Coasting O O
vessels O O
- O O
The I-ORG O
Pacific I-ORG O
Fur I-ORG O
Company I-ORG O
- O O
Flattering O O
resul O O
; O O
The O O
Tonquin O O
sails O O
- O O
Quarrels O O
on O O
board O O
- O O
The O O
captain O O
SQUOTEs O O
character O O
- O O
Accommodations O O
- O O
A O O
sudden O O
squall O O
- O O
Flying O O
fish O O
- O O
The O O
captain O O
SQUOTEs O O
harshness O O
- O O
Cape I-LOC O
de I-LOC O
Verd I-LOC O
Islands O O
- O O
Alarm O O
of O O
fire O O
- O O
A O O
suspicious O O
sail O O
- O O
Crossing O O
the O O
Line O O
- O O
Springing O O
a O O
leak O O
; O O
Karakakooa I-LOC O
Bay I-LOC O
- O O
The O O
sailors O O
desert O O
- O O
The O O
captain O O
SQUOTEs O O
conduct O O
- O O
Productions O O
of O O
Owhyhee I-LOC O
- O O
Tocaigh I-LOC O
Bay I-LOC O
- O O
Governor O O
Young O O
- O O
Royal O O
proclamation O O
- O O
Woahoo O O
- O O
Ourourah O O
COMMA O O
the O O
residence O O
of O O
Tammeatameah I-LOC O
- O O
Harbour O O
fees O O
- O O
Excursion O O
on O O
shore O O
- O O
The O O
Queen O O
SQUOTEs O O
; O O
Departure O O
from O O
the O O
Sandwich I-LOC O
Islands I-LOC O
- O O
Bad O O
weather O O
- O O
Live O O
stock O O
destroyed O O
- O O
Columbia I-LOC O
River I-LOC O
- O O
A O O
boat O O
and O O
crew O O
lost O O
- O O
Captain O O
SQUOTEs O O
conduct O O
towards O O
Mr O O
. O O
Fox I-PER O
- O O
Mouth O O
of O O
the O O
river O O
? O O
Bar O O
and O O
breakers O O
- O O
Cape I-LOC O
Disappointment I-LOC O
- O O
Point I-LOC O
Adams I-LOC O
- O O
Narrow O O
esc O O
; O O
Preparations O O
for O O
landing O O
- O O
Site O O
of O O
the O O
new O O
emporium O O
of O O
the O O
west O O
- O O
Astor I-PER I-PER
SQUOTE O O
s O O
representative O O
- O O
Hard O O
work O O
- O O
Huge O O
trees O O
- O O
Natives O O
- O O
Comecomly O O
- O O
Mode O O
of O O
felling O O
the O O
trees O O
- O O
Danger O O
- O O
Trying O O
scenes O O
- O O
Three O O
men O O
killed O O
- O O
Three O O
wounded O O
- O O
Party O O
reduc O O
; O O
The O O
ten O O
tribes O O
- O O
Number O O
of O O
warriors O O
- O O
Their O O
laws O O
- O O
Chief O O
SQUOTEs O O
arbitrary O O
power O O
? O O
Dress O I-PER
COMMA O O
games O O
COMMA O O
and O O
arms O O
of O O
the O O
men O O
- O O
Dress O O
of O O
the O O
women O O
COMMA O O
slaves O O
COMMA O O
and O O
basket-making O O
- O O
Lewdness O O
of O O
the O O
women O O
- O O
Food O O
COMMA O O
ornaments O O
- O O
The O O
salmon O O
- O O
Superstitious O O
customs O O
; O O
First O O
expedition O O
into O O
the O O
interior O O
- O O
Number O O
of O O
the O O
party O O
- O O
Tongue I-LOC O
Point I-LOC O
- O O
Canoe O O
swamped O O
- O O
Sailing O O
difficulties O O
- O O
Indian O O
villages O O
- O O
Cedars I-LOC O
- O O
First O O
night O O
SQUOTEs O O
encampment O O
- O O
Mount O O
- O O
Coffin O O
- O O
Cowlitz I-LOC O
- O O
Wallamitte I-LOC O
- O O
Columbia I-LOC I-ORG
Valley I-LOC I-ORG
- O O
Point I-LOC O
Vancou I-LOC O
; O O
Columbia I-LOC O
Falls I-LOC O
- O O
A O O
canoe O O
swamped O O
- O O
Suspicious O O
behaviour O O
of O O
the O O
Indians O O
- O O
Stratagem O O
- O O
Umatallow O O
- O O
Walla-Walla O O
- O O
Great O O
body O O
of O O
Indians O O
- O O
Harangues O O
- O O
Indian O O
ceremonies O O
- O O
The O O
great O O
forks O O
- O O
Difference O O
in O O
the O O
waters O O
- O O
Length O O
of O O
the O O
forks O O
- O O
The O O
; O O
Anxieties O O
at O O
Astoria I-LOC I-LOC
- O O
Indians O O
depart O O
? O O
A O O
schooner O O
built O O
- O O
The O O
Dolly O O
SQUOTEs O O
first O O
trip O O
- O O
Criminal O O
curiosity O O
- O O
The O O
powder O O
keg O O
- O O
The O O
schooner O O
condemned O O
- O O
Mr O O
. O O
Astor I-PER I-PER
SQUOTE O O
s O O
cargoes O O
- O O
His O O
policy O O
- O O
Remarks O O
on O O
the O O
North-West O O
coast O O
- O O
Unwelcome O O
rumours O O
- O O
C O O
; O O
Land O O
expedition O O
- O O
Hunt O O
and O O
M O O
SQUOTEKenzie O O
- O O
Montreal I-LOC O
recruits O O
- O O
La O O
Chine O O
- O O
Devout O O
farewell O O
- O O
Mackina O O
in O O
1810 O O
- O O
Fur O O
traders O O
of O O
the O O
South O O
- O O
Frolic O O
parties O O
- O O
Comparison O O
between O O
the O O
South O O
and O O
North O O
- O O
Arrival O O
at O O
St I-LOC I-LOC
. I-LOC I-LOC
Louis I-LOC O
- O O
Recruiting O O
service O O
- O O
Yan O O
; O O
Doings O O
at O O
Astoria I-LOC I-LOC
- O O
Three O O
parties O O
on O O
foot O O
- O O
Their O O
object O O
- O O
M O O
SQUOTELellan O O
SQUOTEs O O
resolution O O
- O O
Hostile O O
attack O O
at O O
the O O
Long I-LOC O
Narrows I-LOC O
- O O
Mr O O
. O O
Reed I-PER O
- O O
Two O O
Indians O O
shot O O
- O O
Heroic O O
conduct O O
of O O
M O O
SQUOTELellan I-PER O
- O O
Difficulties O O
adjusted O O
- O O
Advance O O
of O O
the O O
party O O
- O O
Remarks O O
- O O
A O O
; O O
General O O
meeting O O
of O O
the O O
partners O O
- O O
Resolution O O
passed O O
- O O
Departure O O
of O O
the O O
parties O O
for O O
the O O
interior O O
- O O
Mr O O
. O O
Clarke I-PER O
- O O
The O O
cascades O O
- O O
Wyampam O I-PER
COMMA O O
or O O
the O O
Long I-LOC O
